haploblock_id	chrom	start	end	n_snps	n_clusters	hash_length	cluster_diff_score
chr10_79415480_79428218	chr10	79415480	79428218			20	
chr10_79428218_79456166	chr10	79428218	79456166			20	
chr10_79456166_79615230	chr10	79456166	79615230			20	
chr10_79615230_79873283	chr10	79615230	79873283			20	
chr10_79873283_80005841	chr10	79873283	80005841			20	
chr10_80005841_80125615	chr10	80005841	80125615			20	
chr10_80125615_80137481	chr10	80125615	80137481			20	
chr10_80137481_80159020	chr10	80137481	80159020			20	
chr10_80159020_80253198	chr10	80159020	80253198			20	
chr10_80253198_80378044	chr10	80253198	80378044			20	
chr10_80378044_80462341	chr10	80378044	80462341			20	
chr10_80462341_80566975	chr10	80462341	80566975			20	
chr10_80566975_80609274	chr10	80566975	80609274			20	
chr10_80609274_80618105	chr10	80609274	80618105			20	
chr10_80618105_80652035	chr10	80618105	80652035			20	
chr10_80652035_80678278	chr10	80652035	80678278			20	
chr10_80678278_80700614	chr10	80678278	80700614			20	
chr10_80700614_80752248	chr10	80700614	80752248			20	
chr10_80752248_80815024	chr10	80752248	80815024			20	
chr10_80815024_80889862	chr10	80815024	80889862			20	
chr10_80889862_80915219	chr10	80889862	80915219			20	
chr10_80915219_80948478	chr10	80915219	80948478			20	
chr10_80948478_81011788	chr10	80948478	81011788			20	
chr10_81011788_81085267	chr10	81011788	81085267			20	
chr10_81085267_81119567	chr10	81085267	81119567			20	
chr10_81119567_81215238	chr10	81119567	81215238			20	
chr10_81215238_81331610	chr10	81215238	81331610			20	
chr10_81331610_81435842	chr10	81331610	81435842			20	
chr10_81435842_81531414	chr10	81435842	81531414			20	
chr10_81531414_81794492	chr10	81531414	81794492			20	
chr10_81794492_81840570	chr10	81794492	81840570			20	
chr10_81840570_81874093	chr10	81840570	81874093			20	
chr10_81874093_81931699	chr10	81874093	81931699			20	
chr10_81931699_82003871	chr10	81931699	82003871			20	
chr10_82003871_82032248	chr10	82003871	82032248			20	
chr10_82032248_82062789	chr10	82032248	82062789			20	
chr10_82062789_82115656	chr10	82062789	82115656			20	
chr10_82115656_82172756	chr10	82115656	82172756			20	
chr10_82172756_82214004	chr10	82172756	82214004			20	
chr10_82214004_82233189	chr10	82214004	82233189			20	
chr10_82233189_82283734	chr10	82233189	82283734			20	
chr10_82283734_82360076	chr10	82283734	82360076			20	
chr10_82360076_82447818	chr10	82360076	82447818			20	
chr10_82447818_82566484	chr10	82447818	82566484			20	
chr10_82566484_82625296	chr10	82566484	82625296			20	
chr10_82625296_82671423	chr10	82625296	82671423			20	
chr10_82671423_82716898	chr10	82671423	82716898			20	
chr10_82716898_82770372	chr10	82716898	82770372			20	
chr10_82770372_82918547	chr10	82770372	82918547			20	
chr10_82918547_83095759	chr10	82918547	83095759			20	
chr10_83095759_83220362	chr10	83095759	83220362			20	
chr10_83220362_83304224	chr10	83220362	83304224			20	
chr10_83304224_83401217	chr10	83304224	83401217			20	
chr10_83401217_83512154	chr10	83401217	83512154			20	
chr10_83512154_83664346	chr10	83512154	83664346			20	
chr10_83664346_83698400	chr10	83664346	83698400			20	
chr10_83698400_83765959	chr10	83698400	83765959			20	
chr10_83765959_83806635	chr10	83765959	83806635			20	
chr10_83806635_83864413	chr10	83806635	83864413			20	
chr10_83864413_83908260	chr10	83864413	83908260			20	
chr10_83908260_83965549	chr10	83908260	83965549			20	
chr10_83965549_84006325	chr10	83965549	84006325			20	
chr10_84006325_84103564	chr10	84006325	84103564			20	
chr10_84103564_84157874	chr10	84103564	84157874			20	
chr10_84157874_84198252	chr10	84157874	84198252			20	
chr10_84198252_84261268	chr10	84198252	84261268			20	
chr10_84261268_84522452	chr10	84261268	84522452			20	
chr10_84522452_84589871	chr10	84522452	84589871			20	
chr10_84589871_84700413	chr10	84589871	84700413			20	
chr10_84700413_84739307	chr10	84700413	84739307			20	
chr10_84739307_84824832	chr10	84739307	84824832			20	
chr10_84824832_84851788	chr10	84824832	84851788			20	
chr10_84851788_85030838	chr10	84851788	85030838			20	
chr10_85030838_85179301	chr10	85030838	85179301			20	
chr10_85179301_85315290	chr10	85179301	85315290			20	
chr10_85315290_85383974	chr10	85315290	85383974			20	
chr10_85383974_85526697	chr10	85383974	85526697			20	
chr10_85526697_85540334	chr10	85526697	85540334			20	
chr10_85540334_85652612	chr10	85540334	85652612			20	
chr10_85652612_85782363	chr10	85652612	85782363			20	
chr10_85782363_85917047	chr10	85782363	85917047			20	
chr10_85917047_85979127	chr10	85917047	85979127			20	
chr10_85979127_86007287	chr10	85979127	86007287			20	
chr10_86007287_86086030	chr10	86007287	86086030			20	
chr10_86086030_86179863	chr10	86086030	86179863			20	
chr10_86179863_86231687	chr10	86179863	86231687			20	
chr10_86231687_86331132	chr10	86231687	86331132			20	
chr10_86331132_86374217	chr10	86331132	86374217			20	
chr10_86374217_86415449	chr10	86374217	86415449			20	
chr10_86415449_86566256	chr10	86415449	86566256			20	
chr10_86566256_86683294	chr10	86566256	86683294			20	
chr10_86683294_86793161	chr10	86683294	86793161			20	
chr10_86793161_86934380	chr10	86793161	86934380			20	
chr10_86934380_87019395	chr10	86934380	87019395			20	
chr10_87019395_87392819	chr10	87019395	87392819			20	
chr10_87392819_87579297	chr10	87392819	87579297			20	
chr10_87579297_87655784	chr10	87579297	87655784			20	
chr10_87655784_87689522	chr10	87655784	87689522			20	
chr10_87689522_87707753	chr10	87689522	87707753			20	
chr10_87707753_87824919	chr10	87707753	87824919			20	
chr10_87824919_88019567	chr10	87824919	88019567			20	
chr10_88019567_88059230	chr10	88019567	88059230			20	
chr10_88059230_88092058	chr10	88059230	88092058			20	
chr10_88092058_88133857	chr10	88092058	88133857			20	
chr10_88133857_88145741	chr10	88133857	88145741			20	
chr10_88145741_88198846	chr10	88145741	88198846			20	
chr10_88198846_88218348	chr10	88198846	88218348			20	
chr10_88218348_88248290	chr10	88218348	88248290			20	
chr10_88248290_88292799	chr10	88248290	88292799			20	
chr10_88292799_88391641	chr10	88292799	88391641			20	
chr10_88391641_88536016	chr10	88391641	88536016			20	
chr10_88536016_88660758	chr10	88536016	88660758			20	
chr10_88660758_88727619	chr10	88660758	88727619			20	
chr10_88727619_88752154	chr10	88727619	88752154			20	
chr10_88752154_88807288	chr10	88752154	88807288			20	
chr10_88807288_88829110	chr10	88807288	88829110			20	
chr10_88829110_88979190	chr10	88829110	88979190			20	
chr10_88979190_89027481	chr10	88979190	89027481			20	
chr10_89027481_89070403	chr10	89027481	89070403			20	
chr10_89070403_89144245	chr10	89070403	89144245			20	
chr10_89144245_89227250	chr10	89144245	89227250			20	
chr10_89227250_89255659	chr10	89227250	89255659			20	
chr10_89255659_89304755	chr10	89255659	89304755			20	
chr10_89304755_89429074	chr10	89304755	89429074			20	
chr10_89429074_89520812	chr10	89429074	89520812			20	
chr10_89520812_89528702	chr10	89520812	89528702			20	
chr10_89528702_89557552	chr10	89528702	89557552			20	
chr10_89557552_89627499	chr10	89557552	89627499			20	
chr10_89627499_89854248	chr10	89627499	89854248			20	
chr10_89854248_89867142	chr10	89854248	89867142			20	
chr10_89867142_89888930	chr10	89867142	89888930			20	
chr10_89888930_89966878	chr10	89888930	89966878			20	
chr10_89966878_90096225	chr10	89966878	90096225			20	
chr10_90096225_90200385	chr10	90096225	90200385			20	
chr10_90200385_90245454	chr10	90200385	90245454			20	
chr10_90245454_90272176	chr10	90245454	90272176			20	
chr10_90272176_90319928	chr10	90272176	90319928			20	
chr10_90319928_90346891	chr10	90319928	90346891			20	
chr10_90346891_90472917	chr10	90346891	90472917			20	
chr10_90472917_90587220	chr10	90472917	90587220			20	
chr10_90587220_90679349	chr10	90587220	90679349			20	
chr10_90679349_90926664	chr10	90679349	90926664			20	
chr10_90926664_90998510	chr10	90926664	90998510			20	
chr10_90998510_91031628	chr10	90998510	91031628			20	
chr10_91031628_91114062	chr10	91031628	91114062			20	
chr10_91114062_91146358	chr10	91114062	91146358			20	
chr10_91146358_91215276	chr10	91146358	91215276			20	
chr10_91215276_91298485	chr10	91215276	91298485			20	
chr10_91298485_91312849	chr10	91298485	91312849			20	
chr10_91312849_91381539	chr10	91312849	91381539			20	
chr10_91381539_91576806	chr10	91381539	91576806			20	
chr10_91576806_91682622	chr10	91576806	91682622			20	
chr10_91682622_91894487	chr10	91682622	91894487			20	
chr10_91894487_92041523	chr10	91894487	92041523			20	
chr10_92041523_92379082	chr10	92041523	92379082			20	
chr10_92379082_92442044	chr10	92379082	92442044			20	
chr10_92442044_92707530	chr10	92442044	92707530			20	
chr10_92707530_92742672	chr10	92707530	92742672			20	
chr10_92742672_92782689	chr10	92742672	92782689			20	
chr10_92782689_92811367	chr10	92782689	92811367			20	
chr10_92811367_93012124	chr10	92811367	93012124			20	
chr10_93012124_93086778	chr10	93012124	93086778			20	
chr10_93086778_93139310	chr10	93086778	93139310			20	
chr10_93139310_93213993	chr10	93139310	93213993			20	
chr10_93213993_93260229	chr10	93213993	93260229			20	
chr10_93260229_93309388	chr10	93260229	93309388			20	
chr10_93309388_93332757	chr10	93309388	93332757			20	
chr10_93332757_93391704	chr10	93332757	93391704			20	
chr10_93391704_93489870	chr10	93391704	93489870			20	
chr10_93489870_93517766	chr10	93489870	93517766			20	
chr10_93517766_93579191	chr10	93517766	93579191			20	
chr10_93579191_93607023	chr10	93579191	93607023			20	
chr10_93607023_93621033	chr10	93607023	93621033			20	
chr10_93621033_93636159	chr10	93621033	93636159			20	
chr10_93636159_93710442	chr10	93636159	93710442			20	
chr10_93710442_93757444	chr10	93710442	93757444			20	
chr10_93757444_93812898	chr10	93757444	93812898			20	
chr10_93812898_93958280	chr10	93812898	93958280			20	
chr10_93958280_94023168	chr10	93958280	94023168			20	
chr10_94023168_94101938	chr10	94023168	94101938			20	
chr10_94101938_94191071	chr10	94101938	94191071			20	
chr10_94191071_94211564	chr10	94191071	94211564			20	
chr10_94211564_94368825	chr10	94211564	94368825			20	
chr10_94368825_94706321	chr10	94368825	94706321			20	
chr10_94706321_94997958	chr10	94706321	94997958			20	
chr10_94997958_95069673	chr10	94997958	95069673			20	
chr10_95069673_95237034	chr10	95069673	95237034			20	
chr10_95237034_95280625	chr10	95237034	95280625			20	
chr10_95280625_95304831	chr10	95280625	95304831			20	
chr10_95304831_95423006	chr10	95304831	95423006			20	
chr10_95423006_95459418	chr10	95423006	95459418			20	
chr10_95459418_95477170	chr10	95459418	95477170			20	
chr10_95477170_95537602	chr10	95477170	95537602			20	
chr10_95537602_95559837	chr10	95537602	95559837			20	
chr10_95559837_95924529	chr10	95559837	95924529			20	
chr10_95924529_95981314	chr10	95924529	95981314			20	
chr10_95981314_96208392	chr10	95981314	96208392			20	
chr10_96208392_96229110	chr10	96208392	96229110			20	
chr10_96229110_96398737	chr10	96229110	96398737			20	
chr10_96398737_96452818	chr10	96398737	96452818			20	
chr10_96452818_96508362	chr10	96452818	96508362			20	
chr10_96508362_96623650	chr10	96508362	96623650			20	
chr10_96623650_96652043	chr10	96623650	96652043			20	
chr10_96652043_96701581	chr10	96652043	96701581			20	
chr10_96701581_96724017	chr10	96701581	96724017			20	
chr10_96724017_96736082	chr10	96724017	96736082			20	
chr10_96736082_96765675	chr10	96736082	96765675			20	
chr10_96765675_96793306	chr10	96765675	96793306			20	
chr10_96793306_97032668	chr10	96793306	97032668			20	
chr10_97032668_97078937	chr10	97032668	97078937			20	
chr10_97078937_97141915	chr10	97078937	97141915			20	
chr10_97141915_97165866	chr10	97141915	97165866			20	
chr10_97165866_97189296	chr10	97165866	97189296			20	
chr10_97189296_97210428	chr10	97189296	97210428			20	
chr10_97210428_97340675	chr10	97210428	97340675			20	
chr10_97340675_97443483	chr10	97340675	97443483			20	
chr10_97443483_97519080	chr10	97443483	97519080			20	
chr10_97519080_97583324	chr10	97519080	97583324			20	
chr10_97583324_97611052	chr10	97583324	97611052			20	
chr10_97611052_97685768	chr10	97611052	97685768			20	
chr10_97685768_97744968	chr10	97685768	97744968			20	
chr10_97744968_97794423	chr10	97744968	97794423			20	
chr10_97794423_97830208	chr10	97794423	97830208			20	
chr10_97830208_97874546	chr10	97830208	97874546			20	
chr10_97874546_97885042	chr10	97874546	97885042			20	
chr10_97885042_97934967	chr10	97885042	97934967			20	
chr10_97934967_98017352	chr10	97934967	98017352			20	
chr10_98017352_98089817	chr10	98017352	98089817			20	
chr10_98089817_98272280	chr10	98089817	98272280			20	
chr10_98272280_98287744	chr10	98272280	98287744			20	
chr10_98287744_98321417	chr10	98287744	98321417			20	
chr10_98321417_98342646	chr10	98321417	98342646			20	
chr10_98342646_98382397	chr10	98342646	98382397			20	
chr10_98382397_98429319	chr10	98382397	98429319			20	
chr10_98429319_98482352	chr10	98429319	98482352			20	
chr10_98482352_98526381	chr10	98482352	98526381			20	
chr10_98526381_98606149	chr10	98526381	98606149			20	
chr10_98606149_98848655	chr10	98606149	98848655			20	
chr10_98848655_99044513	chr10	98848655	99044513			20	
chr10_99044513_99369288	chr10	99044513	99369288			20	
chr10_99369288_99388566	chr10	99369288	99388566			20	
chr10_99388566_99453496	chr10	99388566	99453496			20	
chr10_99453496_99510914	chr10	99453496	99510914			20	
chr10_99510914_99569213	chr10	99510914	99569213			20	
chr10_99569213_99607558	chr10	99569213	99607558			20	
chr10_99607558_99761184	chr10	99607558	99761184			20	
chr10_99761184_99832563	chr10	99761184	99832563			20	
chr10_99832563_99929621	chr10	99832563	99929621			20	
chr10_99929621_100064214	chr10	99929621	100064214			20	
chr10_100064214_100292616	chr10	100064214	100292616			20	
chr10_100292616_100331167	chr10	100292616	100331167			20	
chr10_100331167_100356257	chr10	100331167	100356257			20	
chr10_100356257_100394253	chr10	100356257	100394253			20	
chr10_100394253_100601786	chr10	100394253	100601786			20	
chr10_100601786_100630753	chr10	100601786	100630753			20	
chr10_100630753_100709723	chr10	100630753	100709723			20	
chr10_100709723_100748106	chr10	100709723	100748106			20	
chr10_100748106_100796471	chr10	100748106	100796471			20	
chr10_100796471_100836361	chr10	100796471	100836361			20	
chr10_100836361_100861550	chr10	100836361	100861550			20	
chr10_100861550_100881934	chr10	100861550	100881934			20	
chr10_100881934_101015191	chr10	100881934	101015191			20	
chr10_101015191_101032154	chr10	101015191	101032154			20	
chr10_101032154_101063667	chr10	101032154	101063667			20	
chr10_101063667_101138672	chr10	101063667	101138672			20	
chr10_101138672_101198485	chr10	101138672	101198485			20	
chr10_101198485_101260127	chr10	101198485	101260127			20	
chr10_101260127_101287301	chr10	101260127	101287301			20	
chr10_101287301_101323082	chr10	101287301	101323082			20	
chr10_101323082_101578251	chr10	101323082	101578251			20	
chr10_101578251_101733469	chr10	101578251	101733469			20	
chr10_101733469_102078740	chr10	101733469	102078740			20	
chr10_102078740_102176867	chr10	102078740	102176867			20	
chr10_102176867_102392676	chr10	102176867	102392676			20	
chr10_102392676_102451301	chr10	102392676	102451301			20	
chr10_102451301_102689256	chr10	102451301	102689256			20	
chr10_102689256_102784131	chr10	102689256	102784131			20	
chr10_102784131_103204136	chr10	102784131	103204136			20	
chr10_103204136_103455175	chr10	103204136	103455175			20	
chr10_103455175_103486224	chr10	103455175	103486224			20	
chr10_103486224_103533831	chr10	103486224	103533831			20	
chr10_103533831_103562616	chr10	103533831	103562616			20	
chr10_103562616_103700830	chr10	103562616	103700830			20	
chr10_103700830_103717454	chr10	103700830	103717454			20	
chr10_103717454_103797933	chr10	103717454	103797933			20	
chr10_103797933_103822548	chr10	103797933	103822548			20	
chr10_103822548_103934886	chr10	103822548	103934886			20	
chr10_103934886_104045552	chr10	103934886	104045552			20	
chr10_104045552_104167148	chr10	104045552	104167148			20	
chr10_104167148_104242542	chr10	104167148	104242542			20	
chr10_104242542_104327754	chr10	104242542	104327754			20	
chr10_104327754_104379323	chr10	104327754	104379323			20	
chr10_104379323_104447693	chr10	104379323	104447693			20	
chr10_104447693_104486315	chr10	104447693	104486315			20	
chr10_104486315_104519545	chr10	104486315	104519545			20	
chr10_104519545_104567227	chr10	104519545	104567227			20	
chr10_104567227_104624857	chr10	104567227	104624857			20	
chr10_104624857_104694074	chr10	104624857	104694074			20	
chr10_104694074_104798267	chr10	104694074	104798267			20	
chr10_104798267_105012134	chr10	104798267	105012134			20	
chr10_105012134_105072493	chr10	105012134	105072493			20	
chr10_105072493_105161855	chr10	105072493	105161855			20	
chr10_105161855_105278963	chr10	105161855	105278963			20	
chr10_105278963_105491086	chr10	105278963	105491086			20	
chr10_105491086_105599632	chr10	105491086	105599632			20	
chr10_105599632_105711320	chr10	105599632	105711320			20	
chr10_105711320_105808394	chr10	105711320	105808394			20	
chr10_105808394_105919960	chr10	105808394	105919960			20	
chr10_105919960_106021093	chr10	105919960	106021093			20	
chr10_106021093_106109168	chr10	106021093	106109168			20	
chr10_106109168_106128783	chr10	106109168	106128783			20	
chr10_106128783_106203013	chr10	106128783	106203013			20	
chr10_106203013_106236097	chr10	106203013	106236097			20	
chr10_106236097_106286129	chr10	106236097	106286129			20	
chr10_106286129_106343324	chr10	106286129	106343324			20	
chr10_106343324_106449727	chr10	106343324	106449727			20	
chr10_106449727_106494590	chr10	106449727	106494590			20	
chr10_106494590_106596085	chr10	106494590	106596085			20	
chr10_106596085_106713189	chr10	106596085	106713189			20	
chr10_106713189_106801677	chr10	106713189	106801677			20	
chr10_106801677_106911970	chr10	106801677	106911970			20	
chr10_106911970_106966733	chr10	106911970	106966733			20	
chr10_106966733_107038379	chr10	106966733	107038379			20	
chr10_107038379_107102983	chr10	107038379	107102983			20	
chr10_107102983_107159551	chr10	107102983	107159551			20	
chr10_107159551_107246695	chr10	107159551	107246695			20	
chr10_107246695_107362910	chr10	107246695	107362910			20	
chr10_107362910_107595881	chr10	107362910	107595881			20	
chr10_107595881_107617803	chr10	107595881	107617803			20	
chr10_107617803_107638759	chr10	107617803	107638759			20	
chr10_107638759_107697198	chr10	107638759	107697198			20	
chr10_107697198_107725401	chr10	107697198	107725401			20	
chr10_107725401_107784835	chr10	107725401	107784835			20	
chr10_107784835_107818884	chr10	107784835	107818884			20	
chr10_107818884_107846982	chr10	107818884	107846982			20	
chr10_107846982_107890797	chr10	107846982	107890797			20	
chr10_107890797_108003297	chr10	107890797	108003297			20	
chr10_108003297_108121663	chr10	108003297	108121663			20	
chr10_108121663_108197997	chr10	108121663	108197997			20	
chr10_108197997_108330786	chr10	108197997	108330786			20	
chr10_108330786_108410871	chr10	108330786	108410871			20	
chr10_108410871_108556717	chr10	108410871	108556717			20	
chr10_108556717_108597644	chr10	108556717	108597644			20	
chr10_108597644_108700198	chr10	108597644	108700198			20	
chr10_108700198_108884070	chr10	108700198	108884070			20	
chr10_108884070_108996787	chr10	108884070	108996787			20	
chr10_108996787_109178477	chr10	108996787	109178477			20	
chr10_109178477_109209325	chr10	109178477	109209325			20	
chr10_109209325_109429506	chr10	109209325	109429506			20	
chr10_109429506_109473364	chr10	109429506	109473364			20	
chr10_109473364_109534844	chr10	109473364	109534844			20	
chr10_109534844_109577502	chr10	109534844	109577502			20	
chr10_109577502_109757811	chr10	109577502	109757811			20	
chr10_109757811_109851546	chr10	109757811	109851546			20	
chr10_109851546_109887980	chr10	109851546	109887980			20	
chr10_109887980_109996842	chr10	109887980	109996842			20	
chr10_109996842_110163091	chr10	109996842	110163091			20	
chr10_110163091_110202344	chr10	110163091	110202344			20	
chr10_110202344_110317638	chr10	110202344	110317638			20	
chr10_110317638_110367506	chr10	110317638	110367506			20	
chr10_110367506_110410728	chr10	110367506	110410728			20	
chr10_110410728_110432126	chr10	110410728	110432126			20	
chr10_110432126_110534666	chr10	110432126	110534666			20	
chr10_110534666_110618942	chr10	110534666	110618942			20	
chr10_110618942_110668602	chr10	110618942	110668602			20	
chr10_110668602_110700148	chr10	110668602	110700148			20	
chr10_110700148_110760998	chr10	110700148	110760998			20	
chr10_110760998_110783107	chr10	110760998	110783107			20	
chr10_110783107_110802584	chr10	110783107	110802584			20	
chr10_110802584_110844410	chr10	110802584	110844410			20	
chr10_110844410_110918899	chr10	110844410	110918899			20	
chr10_110918899_111104261	chr10	110918899	111104261			20	
chr10_111104261_111131159	chr10	111104261	111131159			20	
chr10_111131159_111208678	chr10	111131159	111208678			20	
chr10_111208678_111293417	chr10	111208678	111293417			20	
chr10_111293417_111357892	chr10	111293417	111357892			20	
chr10_111357892_111379987	chr10	111357892	111379987			20	
chr10_111379987_111537695	chr10	111379987	111537695			20	
chr10_111537695_111741277	chr10	111537695	111741277			20	
chr10_111741277_111765156	chr10	111741277	111765156			20	
chr10_111765156_111834137	chr10	111765156	111834137			20	
chr10_111834137_111975963	chr10	111834137	111975963			20	
chr10_111975963_112086613	chr10	111975963	112086613			20	
chr10_112086613_112120036	chr10	112086613	112120036			20	
chr10_112120036_112192480	chr10	112120036	112192480			20	
chr10_112192480_112213891	chr10	112192480	112213891			20	
chr10_112213891_112296822	chr10	112213891	112296822			20	
chr10_112296822_112348236	chr10	112296822	112348236			20	
chr10_112348236_112448076	chr10	112348236	112448076			20	
chr10_112448076_112490967	chr10	112448076	112490967			20	
chr10_112490967_112582601	chr10	112490967	112582601			20	
chr10_112582601_112628513	chr10	112582601	112628513			20	
chr10_112628513_112688667	chr10	112628513	112688667			20	
chr10_112688667_112755873	chr10	112688667	112755873			20	
chr10_112755873_112791878	chr10	112755873	112791878			20	
chr10_112791878_112834219	chr10	112791878	112834219			20	
chr10_112834219_112914994	chr10	112834219	112914994			20	
chr10_112914994_112961809	chr10	112914994	112961809			20	
chr10_112961809_113070547	chr10	112961809	113070547			20	
chr10_113070547_113110033	chr10	113070547	113110033			20	
chr10_113110033_113152897	chr10	113110033	113152897			20	
chr10_113152897_113229958	chr10	113152897	113229958			20	
chr10_113229958_113260138	chr10	113229958	113260138			20	
chr10_113260138_113289951	chr10	113260138	113289951			20	
chr10_113289951_113317344	chr10	113289951	113317344			20	
chr10_113317344_113359881	chr10	113317344	113359881			20	
chr10_113359881_113410346	chr10	113359881	113410346			20	
chr10_113410346_113515568	chr10	113410346	113515568			20	
chr10_113515568_113569101	chr10	113515568	113569101			20	
chr10_113569101_113579934	chr10	113569101	113579934			20	
chr10_113579934_113612811	chr10	113579934	113612811			20	
chr10_113612811_113719509	chr10	113612811	113719509			20	
chr10_113719509_113756410	chr10	113719509	113756410			20	
chr10_113756410_113787126	chr10	113756410	113787126			20	
chr10_113787126_113830418	chr10	113787126	113830418			20	
chr10_113830418_113944496	chr10	113830418	113944496			20	
chr10_113944496_113986792	chr10	113944496	113986792			20	
chr10_113986792_114020362	chr10	113986792	114020362			20	
chr10_114020362_114063019	chr10	114020362	114063019			20	
chr10_114063019_114280242	chr10	114063019	114280242			20	
chr10_114280242_114325333	chr10	114280242	114325333			20	
chr10_114325333_114346571	chr10	114325333	114346571			20	
chr10_114346571_114365018	chr10	114346571	114365018			20	
chr10_114365018_114384230	chr10	114365018	114384230			20	
chr10_114384230_114433957	chr10	114384230	114433957			20	
chr10_114433957_114468348	chr10	114433957	114468348			20	
chr10_114468348_114517758	chr10	114468348	114517758			20	
chr10_114517758_114602561	chr10	114517758	114602561			20	
chr10_114602561_114644083	chr10	114602561	114644083			20	
chr10_114644083_114819174	chr10	114644083	114819174			20	
chr10_114819174_114959739	chr10	114819174	114959739			20	
chr10_114959739_115022552	chr10	114959739	115022552			20	
chr10_115022552_115081701	chr10	115022552	115081701			20	
chr10_115081701_115437945	chr10	115081701	115437945			20	
chr10_115437945_115672819	chr10	115437945	115672819			20	
chr10_115672819_115727400	chr10	115672819	115727400			20	
chr10_115727400_115881825	chr10	115727400	115881825			20	
chr10_115881825_115963301	chr10	115881825	115963301			20	
chr10_115963301_116007526	chr10	115963301	116007526			20	
chr10_116007526_116069221	chr10	116007526	116069221			20	
chr10_116069221_116084705	chr10	116069221	116084705			20	
chr10_116084705_116096634	chr10	116084705	116096634			20	
chr10_116096634_116110383	chr10	116096634	116110383			20	
chr10_116110383_116158453	chr10	116110383	116158453			20	
chr10_116158453_116179026	chr10	116158453	116179026			20	
chr10_116179026_116198219	chr10	116179026	116198219			20	
chr10_116198219_116234408	chr10	116198219	116234408			20	
chr10_116234408_116352485	chr10	116234408	116352485			20	
chr10_116352485_116397471	chr10	116352485	116397471			20	
chr10_116397471_116445143	chr10	116397471	116445143			20	
chr10_116445143_116528388	chr10	116445143	116528388			20	
chr10_116528388_116591670	chr10	116528388	116591670			20	
chr10_116591670_116622670	chr10	116591670	116622670			20	
chr10_116622670_116658787	chr10	116622670	116658787			20	
chr10_116658787_116692608	chr10	116658787	116692608			20	
chr10_116692608_116761435	chr10	116692608	116761435			20	
chr10_116761435_116785286	chr10	116761435	116785286			20	
chr10_116785286_116805990	chr10	116785286	116805990			20	
chr10_116805990_116864717	chr10	116805990	116864717			20	
chr10_116864717_117018122	chr10	116864717	117018122			20	
chr10_117018122_117138869	chr10	117018122	117138869			20	
chr10_117138869_117189744	chr10	117138869	117189744			20	
chr10_117189744_117220833	chr10	117189744	117220833			20	
chr10_117220833_117259804	chr10	117220833	117259804			20	
chr10_117259804_117410622	chr10	117259804	117410622			20	
chr10_117410622_117440186	chr10	117410622	117440186			20	
chr10_117440186_117455750	chr10	117440186	117455750			20	
chr10_117455750_117485222	chr10	117455750	117485222			20	
chr10_117485222_117502854	chr10	117485222	117502854			20	
chr10_117502854_117534610	chr10	117502854	117534610			20	
chr10_117534610_117568179	chr10	117534610	117568179			20	
chr10_117568179_117589085	chr10	117568179	117589085			20	
chr10_117589085_117624125	chr10	117589085	117624125			20	
chr10_117624125_117661616	chr10	117624125	117661616			20	
chr10_117661616_117687480	chr10	117661616	117687480			20	
chr10_117687480_117733408	chr10	117687480	117733408			20	
chr10_117733408_117763696	chr10	117733408	117763696			20	
chr10_117763696_117779783	chr10	117763696	117779783			20	
chr10_117779783_117801314	chr10	117779783	117801314			20	
chr10_117801314_117845465	chr10	117801314	117845465			20	
chr10_117845465_117854321	chr10	117845465	117854321			20	
chr10_117854321_117886986	chr10	117854321	117886986			20	
chr10_117886986_117939922	chr10	117886986	117939922			20	
chr10_117939922_117955124	chr10	117939922	117955124			20	
chr10_117955124_118139636	chr10	117955124	118139636			20	
chr10_118139636_118235526	chr10	118139636	118235526			20	
chr10_118235526_118284490	chr10	118235526	118284490			20	
chr10_118284490_118345907	chr10	118284490	118345907			20	
chr10_118345907_118428850	chr10	118345907	118428850			20	
chr10_118428850_118457451	chr10	118428850	118457451			20	
chr10_118457451_118481176	chr10	118457451	118481176			20	
chr10_118481176_118606651	chr10	118481176	118606651			20	
chr10_118606651_118664804	chr10	118606651	118664804			20	
chr10_118664804_118756380	chr10	118664804	118756380			20	
chr10_118756380_118782655	chr10	118756380	118782655			20	
chr10_118782655_118801584	chr10	118782655	118801584			20	
chr10_118801584_118817716	chr10	118801584	118817716			20	
chr10_118817716_118832460	chr10	118817716	118832460			20	
chr10_118832460_118910690	chr10	118832460	118910690			20	
chr10_118910690_118961651	chr10	118910690	118961651			20	
chr10_118961651_118977124	chr10	118961651	118977124			20	
chr10_118977124_119020115	chr10	118977124	119020115			20	
chr10_119020115_119144871	chr10	119020115	119144871			20	
chr10_119144871_119211031	chr10	119144871	119211031			20	
chr10_119211031_119240126	chr10	119211031	119240126			20	
chr10_119240126_119295917	chr10	119240126	119295917			20	
chr10_119295917_119311553	chr10	119295917	119311553			20	
chr10_119311553_119369563	chr10	119311553	119369563			20	
chr10_119369563_119393779	chr10	119369563	119393779			20	
chr10_119393779_119419350	chr10	119393779	119419350			20	
chr10_119419350_119459476	chr10	119419350	119459476			20	
chr10_119459476_119489219	chr10	119459476	119489219			20	
chr10_119489219_119513456	chr10	119489219	119513456			20	
chr10_119513456_119546954	chr10	119513456	119546954			20	
chr10_119546954_119606801	chr10	119546954	119606801			20	
chr10_119606801_119653388	chr10	119606801	119653388			20	
chr10_119653388_119689320	chr10	119653388	119689320			20	
